customerID,days_since_last_purchase,total_spent,support_tickets,website_visits_last_month,subscription_tier,payment_method,country,device_type,Churn
ECOMM-69424,223.0,1362.22,1,45,Free,PayPal,Australia,Desktop,No
ECOMM-38742,102.0,4835.7,0,10,Premium,Apple Pay,USA,Tablet,No
ECOMM-66993,152.0,1686.91,8,2,Premium,Apple Pay,USA,Mobile,No
ECOMM-39724,179.0,1683.55,8,32,Free,Credit Card,Canada,Mobile,No
ECOMM-14384,280.0,2413.17,3,25,Free,Crypto,UK,Desktop,No
ECOMM-85950,121.0,2820.99,5,15,Free,Credit Card,USA,Mobile,Yes
ECOMM-73659,283.0,2037.73,5,37,Basic,PayPal,Germany,Tablet,Yes
ECOMM-72295,123.0,4969.65,4,42,Premium,Credit Card,USA,Desktop,No
ECOMM-58780,102.0,2358.06,3,2,Free,Apple Pay,UK,Desktop,No
ECOMM-97732,161.0,1902.69,3,29,Basic,Credit Card,USA,Tablet,No
ECOMM-35787,59.0,1511.02,2,37,Free,Crypto,UK,Mobile,No
ECOMM-26619,150.0,1052.12,0,23,Free,Credit Card,USA,Tablet,No
ECOMM-50937,85.0,4416.0,1,26,Free,PayPal,Germany,Tablet,No
ECOMM-16316,121.0,1529.46,7,1,Free,Apple Pay,UK,Desktop,No
ECOMM-59543,272.0,420.92,7,5,Basic,Credit Card,Canada,Mobile,No
ECOMM-12800,152.0,2005.29,8,8,Free,Credit Card,UK,Desktop,Yes
ECOMM-53979,285.0,2550.09,9,19,Free,Apple Pay,UK,Mobile,Yes
ECOMM-86447,31.0,2802.52,7,11,Premium,Crypto,Australia,Tablet,No
ECOMM-75311,54.0,4509.37,2,27,Free,Apple Pay,Canada,Desktop,No
ECOMM-76525,81.0,4839.3,5,49,Free,Apple Pay,UK,Mobile,Yes
ECOMM-98003,127.0,563.3,1,35,Premium,Apple Pay,Germany,Desktop,No
ECOMM-36761,364.0,2829.18,3,12,Free,Apple Pay,Canada,Tablet,No
ECOMM-65705,347.0,4429.48,4,31,Free,PayPal,USA,Desktop,Yes
ECOMM-73593,230.0,2746.73,5,6,Free,PayPal,Canada,Mobile,Yes
ECOMM-32397,278.0,2213.72,0,0,Free,PayPal,USA,Tablet,No
ECOMM-82755,171.0,2774.37,8,32,Basic,PayPal,Germany,Tablet,No
ECOMM-97389,198.0,2346.66,4,13,Premium,Crypto,UK,Mobile,Yes
ECOMM-77292,9.0,3718.84,2,41,Basic,Credit Card,UK,Desktop,Yes
ECOMM-42626,268.0,4290.7,6,0,Premium,Credit Card,Canada,Tablet,No
ECOMM-50924,62.0,2864.08,9,18,Basic,Apple Pay,UK,Desktop,No
ECOMM-34239,263.0,3615.12,5,27,Free,Credit Card,UK,Mobile,Yes
ECOMM-18800,15.0,667.01,0,8,Basic,Credit Card,UK,Desktop,No
ECOMM-87191,31.0,2259.44,2,24,Free,Crypto,UK,Mobile,No
ECOMM-28248,104.0,872.86,1,46,Premium,Crypto,Germany,Mobile,No
ECOMM-39764,364.0,834.88,8,5,Premium,Credit Card,Germany,Desktop,Yes
ECOMM-27443,235.0,4245.76,2,0,Free,Crypto,Germany,Tablet,Yes
ECOMM-74398,32.0,3691.77,9,16,Basic,PayPal,USA,Mobile,No
ECOMM-37036,204.0,531.13,2,8,Free,PayPal,Canada,Desktop,Yes
ECOMM-19591,102.0,1665.31,2,38,Basic,PayPal,USA,Mobile,No
ECOMM-73540,8.0,1609.84,2,13,Free,Credit Card,Germany,Tablet,Yes
ECOMM-38577,258.0,3228.64,4,43,Free,Apple Pay,Germany,Desktop,No
ECOMM-75416,219.0,522.83,6,9,Premium,Apple Pay,UK,Mobile,No
ECOMM-51473,194.0,1098.01,5,6,Free,PayPal,Australia,Tablet,Yes
ECOMM-95137,9.0,2421.04,7,45,Free,Credit Card,USA,Mobile,Yes
ECOMM-26203,266.0,3448.04,6,2,Free,Crypto,Australia,Tablet,No
ECOMM-83072,58.0,3995.41,0,15,Free,PayPal,Australia,Tablet,No
ECOMM-98497,336.0,838.96,4,45,Free,Credit Card,UK,Desktop,Yes
ECOMM-76321,61.0,719.16,9,49,Free,Apple Pay,USA,Desktop,No
ECOMM-73601,245.0,4737.88,4,22,Basic,Apple Pay,USA,Desktop,No
ECOMM-77695,313.0,2325.84,9,16,Basic,Crypto,Germany,Mobile,No
ECOMM-45234,266.0,1726.81,0,41,Basic,PayPal,UK,Tablet,No
ECOMM-10353,76.0,2455.37,9,8,Free,Credit Card,UK,Mobile,No
ECOMM-63731,208.0,4726.88,7,20,Premium,Crypto,Canada,Mobile,No
ECOMM-15292,316.0,2092.31,2,0,Free,Apple Pay,Australia,Desktop,Yes
ECOMM-75870,363.0,3746.16,3,41,Premium,Credit Card,Australia,Tablet,No
ECOMM-86879,212.0,682.45,0,36,Basic,PayPal,UK,Desktop,No
ECOMM-98179,41.0,4998.02,9,19,Basic,Credit Card,Germany,Mobile,Yes
ECOMM-10766,245.0,4398.12,2,44,Basic,Crypto,Australia,Tablet,No
ECOMM-66022,128.0,1207.97,3,30,Free,Crypto,Australia,Mobile,No
ECOMM-36380,201.0,335.58,5,5,Basic,Crypto,USA,Desktop,No
ECOMM-66055,337.0,900.9,7,17,Free,Credit Card,USA,Tablet,No
ECOMM-26235,229.0,2844.15,6,11,Basic,PayPal,Canada,Desktop,Yes
ECOMM-25486,34.0,4782.63,4,19,Free,Credit Card,UK,Mobile,No
ECOMM-14543,28.0,4323.14,4,2,Free,Crypto,Australia,Mobile,Yes
ECOMM-59833,251.0,1172.56,7,20,Premium,Apple Pay,UK,Desktop,No
ECOMM-45540,151.0,4093.43,4,22,Basic,PayPal,USA,Mobile,No
ECOMM-41256,195.0,3036.29,5,29,Premium,Apple Pay,Canada,Tablet,Yes
ECOMM-47930,96.0,1627.16,3,34,Premium,PayPal,Australia,Desktop,No
ECOMM-35202,185.0,131.14,5,37,Free,Apple Pay,USA,Desktop,Yes
ECOMM-32788,267.0,3942.82,5,46,Premium,Credit Card,Germany,Tablet,No
ECOMM-80144,124.0,3130.95,3,13,Basic,Apple Pay,Australia,Desktop,No
ECOMM-37989,28.0,2079.49,4,7,Free,Credit Card,USA,Tablet,Yes
ECOMM-15351,75.0,3461.3,5,35,Premium,Credit Card,UK,Tablet,No
ECOMM-61739,282.0,2972.3,5,6,Free,Credit Card,Germany,Mobile,No
ECOMM-46088,64.0,4391.4,2,49,Free,Crypto,Australia,Desktop,No
ECOMM-40106,28.0,908.95,8,22,Free,Crypto,USA,Desktop,No
ECOMM-77910,51.0,1199.11,5,39,Free,Credit Card,Canada,Desktop,No
ECOMM-79944,132.0,349.43,1,10,Premium,PayPal,Canada,Tablet,No
ECOMM-35550,311.0,4433.88,5,3,Premium,Apple Pay,Canada,Desktop,No
ECOMM-42396,188.0,3357.81,8,43,Free,Apple Pay,UK,Tablet,No
ECOMM-25992,229.0,1815.93,5,23,Basic,Crypto,Germany,Tablet,No
ECOMM-23638,331.0,2334.6,8,13,Premium,Credit Card,Australia,Desktop,Yes
ECOMM-37494,145.0,4802.92,0,6,Free,Apple Pay,Canada,Desktop,No
ECOMM-11159,281.0,1948.25,7,15,Basic,PayPal,Australia,Desktop,Yes
ECOMM-61998,93.0,4834.46,9,27,Premium,Credit Card,Canada,Tablet,No
ECOMM-22467,17.0,2680.37,2,34,Free,Credit Card,Australia,Desktop,No
ECOMM-90483,201.0,1099.04,2,23,Free,Crypto,UK,Desktop,No
ECOMM-96181,307.0,364.17,1,49,Free,Crypto,Australia,Mobile,Yes
ECOMM-54914,88.0,4385.63,0,33,Basic,PayPal,USA,Mobile,No
ECOMM-27700,270.0,1669.6,0,32,Premium,Crypto,Australia,Mobile,No
ECOMM-29147,102.0,4412.57,2,28,Free,Credit Card,Germany,Tablet,No
ECOMM-68303,73.0,2450.54,7,27,Free,Crypto,Germany,Tablet,No
ECOMM-90028,234.0,2905.81,9,47,Premium,Credit Card,Australia,Mobile,No
ECOMM-46620,252.0,440.82,3,6,Free,Crypto,USA,Mobile,No
ECOMM-51469,138.0,2075.02,6,0,Premium,Credit Card,Australia,Mobile,Yes
ECOMM-37332,212.0,35.4,1,14,Basic,PayPal,Australia,Desktop,No
ECOMM-97905,50.0,3083.45,9,7,Free,Apple Pay,Australia,Tablet,No
ECOMM-70197,161.0,4743.31,5,23,Premium,Crypto,Canada,Mobile,No
ECOMM-40070,101.0,1529.02,8,24,Premium,Apple Pay,Canada,Mobile,No
ECOMM-38194,302.0,113.31,7,26,Basic,Apple Pay,Germany,Desktop,No
ECOMM-79484,361.0,1774.28,0,2,Free,Credit Card,Canada,Desktop,Yes
ECOMM-68895,102.0,4427.97,6,9,Free,Credit Card,USA,Desktop,No
ECOMM-65447,364.0,561.88,2,31,Premium,Crypto,Australia,Tablet,No
ECOMM-26769,32.0,2774.68,7,27,Free,PayPal,Australia,Tablet,No
ECOMM-63609,269.0,1841.43,8,48,Free,Credit Card,UK,Mobile,No
ECOMM-74331,337.0,3810.06,0,34,Premium,PayPal,Canada,Tablet,No
ECOMM-21294,310.0,522.92,2,25,Free,Credit Card,Germany,Mobile,No
ECOMM-41780,323.0,502.23,5,36,Basic,Apple Pay,Australia,Tablet,Yes
ECOMM-52417,250.0,1580.35,7,9,Basic,Apple Pay,UK,Mobile,Yes
ECOMM-54665,309.0,2195.81,7,34,Basic,Credit Card,Germany,Desktop,No
ECOMM-86426,234.0,2479.85,1,22,Premium,Credit Card,Canada,Desktop,No
ECOMM-35381,130.0,4855.02,6,25,Free,Crypto,Australia,Desktop,No
ECOMM-93319,165.0,2972.06,1,12,Free,Credit Card,Australia,Tablet,No
ECOMM-47678,271.0,2575.43,7,48,Basic,PayPal,USA,Tablet,No
ECOMM-66497,348.0,1684.05,2,17,Free,Apple Pay,Canada,Mobile,No
ECOMM-12460,42.0,1508.12,8,22,Premium,Apple Pay,Canada,Tablet,No
ECOMM-81469,110.0,4948.56,3,37,Basic,Credit Card,Canada,Tablet,No
ECOMM-16989,355.0,1383.85,5,29,Free,Crypto,UK,Tablet,Yes
ECOMM-11791,100.0,433.73,6,15,Free,Credit Card,Germany,Tablet,No
ECOMM-58615,180.0,3777.64,7,24,Basic,Crypto,Canada,Mobile,No
ECOMM-29036,317.0,442.25,7,4,Free,Credit Card,USA,Mobile,No
ECOMM-56701,283.0,1287.71,3,24,Basic,Credit Card,Germany,Tablet,No
ECOMM-38348,103.0,1146.57,6,25,Premium,PayPal,Germany,Desktop,No
ECOMM-48908,241.0,1307.78,1,40,Free,Apple Pay,Australia,Mobile,No
ECOMM-54294,173.0,1029.75,1,5,Basic,Credit Card,Germany,Tablet,No
ECOMM-36042,102.0,3856.53,1,13,Basic,PayPal,USA,Desktop,No
ECOMM-85582,79.0,749.84,6,30,Free,Apple Pay,Australia,Desktop,No
ECOMM-33986,34.0,2073.33,1,47,Premium,Crypto,USA,Desktop,No
ECOMM-40647,316.0,2394.16,7,46,Free,Credit Card,UK,Desktop,No
ECOMM-53425,241.0,3391.99,2,7,Basic,Crypto,Australia,Mobile,No
ECOMM-67595,203.0,953.79,9,25,Basic,Crypto,Canada,Desktop,Yes
ECOMM-18127,31.0,2923.78,7,26,Free,Crypto,Germany,Mobile,No
ECOMM-62281,86.0,1831.69,9,35,Free,PayPal,USA,Desktop,No
ECOMM-16145,182.0,1176.28,3,2,Basic,PayPal,Germany,Desktop,No
ECOMM-84486,120.0,230.34,8,2,Free,PayPal,USA,Tablet,No
ECOMM-34514,189.0,4830.73,6,9,Premium,PayPal,UK,Mobile,No
ECOMM-41401,278.0,1335.9,4,0,Basic,Credit Card,Australia,Desktop,Yes
ECOMM-32618,73.0,1947.31,5,37,Free,Apple Pay,Australia,Desktop,No
ECOMM-24074,42.0,167.02,4,20,Premium,Apple Pay,UK,Desktop,No
ECOMM-75727,362.0,3647.32,9,29,Free,Apple Pay,Germany,Desktop,Yes
ECOMM-22108,19.0,2123.65,6,45,Basic,PayPal,Canada,Mobile,No
ECOMM-92139,301.0,4059.19,5,8,Free,PayPal,USA,Tablet,No
ECOMM-69084,193.0,2460.27,5,45,Free,Apple Pay,Germany,Mobile,No
ECOMM-76401,154.0,312.6,4,0,Basic,Crypto,Canada,Tablet,No
ECOMM-67680,60.0,4488.74,9,43,Free,Apple Pay,Germany,Mobile,No
ECOMM-67032,355.0,2912.66,8,39,Basic,Crypto,USA,Desktop,Yes
ECOMM-36879,164.0,1059.02,2,33,Free,Credit Card,Canada,Mobile,No
ECOMM-97856,116.0,3153.09,5,38,Free,Apple Pay,Canada,Tablet,No
ECOMM-21105,23.0,850.48,9,21,Basic,PayPal,UK,Desktop,No
ECOMM-58298,342.0,4142.8,8,13,Free,PayPal,UK,Tablet,Yes
ECOMM-94458,276.0,3645.3,3,22,Premium,Apple Pay,Canada,Tablet,No
ECOMM-59917,22.0,2027.97,8,31,Basic,Apple Pay,Germany,Tablet,No
ECOMM-44519,158.0,3582.83,9,17,Basic,PayPal,Australia,Desktop,Yes
ECOMM-89632,230.0,3261.37,8,30,Free,Crypto,USA,Desktop,Yes
ECOMM-37589,125.0,1257.72,2,47,Premium,PayPal,Germany,Tablet,No
ECOMM-59464,294.0,1570.23,0,16,Basic,Credit Card,Canada,Mobile,No
ECOMM-40988,103.0,3270.18,9,24,Free,Crypto,Canada,Tablet,Yes
ECOMM-24697,51.0,3926.84,2,39,Free,Crypto,Canada,Tablet,No
ECOMM-89719,187.0,3597.71,9,38,Free,Credit Card,UK,Mobile,Yes
ECOMM-23197,238.0,2369.74,5,5,Basic,Credit Card,UK,Desktop,No
ECOMM-41823,321.0,4604.14,9,22,Premium,Crypto,UK,Desktop,No
ECOMM-60598,90.0,3896.02,1,6,Premium,Crypto,USA,Mobile,No
ECOMM-92740,316.0,33.84,5,36,Free,Apple Pay,USA,Desktop,Yes
ECOMM-71202,159.0,3039.56,2,35,Premium,Credit Card,USA,Mobile,No
ECOMM-18228,131.0,4594.0,6,48,Premium,Apple Pay,Germany,Tablet,No
ECOMM-71105,197.0,2057.28,1,45,Basic,Credit Card,Canada,Tablet,Yes
ECOMM-22831,41.0,1954.33,0,10,Free,Credit Card,Canada,Tablet,No
ECOMM-28771,127.0,324.23,7,40,Basic,Apple Pay,USA,Mobile,No
ECOMM-85271,310.0,316.51,7,0,Basic,PayPal,USA,Mobile,No
ECOMM-72910,249.0,1180.9,4,13,Premium,Crypto,USA,Tablet,Yes
ECOMM-70512,72.0,4590.98,9,3,Free,Apple Pay,Germany,Desktop,No
ECOMM-43055,47.0,2414.33,8,36,Free,Credit Card,UK,Mobile,No
ECOMM-45238,358.0,2615.28,2,17,Basic,Crypto,Germany,Desktop,No
ECOMM-42027,141.0,4266.79,0,17,Premium,Credit Card,Australia,Tablet,No
ECOMM-38011,23.0,561.25,9,31,Premium,Crypto,Canada,Desktop,No
ECOMM-31006,135.0,3392.33,4,18,Basic,Apple Pay,USA,Mobile,No
ECOMM-84130,282.0,3361.59,0,19,Basic,Crypto,Germany,Mobile,No
ECOMM-99153,187.0,2743.05,0,49,Free,Credit Card,UK,Mobile,Yes
ECOMM-46839,330.0,2808.07,5,4,Free,PayPal,Australia,Mobile,Yes
ECOMM-80339,126.0,1922.06,5,45,Premium,PayPal,Australia,Desktop,No
ECOMM-20892,24.0,2733.89,2,19,Premium,Crypto,Canada,Desktop,No
ECOMM-85918,208.0,4163.43,2,4,Basic,Crypto,Canada,Tablet,Yes
ECOMM-67030,127.0,2314.65,1,30,Free,Crypto,Germany,Desktop,No
ECOMM-92211,330.0,3185.91,9,15,Basic,PayPal,Australia,Desktop,Yes
ECOMM-58156,21.0,4050.05,7,23,Free,Crypto,Germany,Mobile,No
ECOMM-57047,304.0,4007.18,4,48,Free,PayPal,Canada,Tablet,Yes
ECOMM-38953,270.0,853.07,1,27,Free,PayPal,Canada,Mobile,No
ECOMM-97683,327.0,28.59,8,10,Basic,Apple Pay,USA,Mobile,No
ECOMM-72750,114.0,537.12,1,47,Premium,Credit Card,Canada,Tablet,No
ECOMM-74490,198.0,1413.46,2,0,Free,PayPal,Germany,Tablet,Yes
ECOMM-35080,224.0,61.65,2,42,Basic,Apple Pay,Australia,Mobile,No
ECOMM-51818,41.0,2825.08,3,5,Free,Apple Pay,Germany,Mobile,No
ECOMM-58184,5.0,229.61,7,47,Premium,PayPal,Germany,Desktop,No
ECOMM-15610,279.0,3333.93,2,37,Free,Crypto,Germany,Desktop,No
ECOMM-19259,276.0,4527.06,4,18,Basic,Crypto,Australia,Desktop,Yes
ECOMM-57073,189.0,4851.69,5,45,Free,PayPal,USA,Desktop,No
ECOMM-22026,57.0,2154.76,4,9,Free,Apple Pay,USA,Mobile,Yes
ECOMM-16710,207.0,4144.64,1,25,Premium,PayPal,Canada,Tablet,No
ECOMM-75340,11.0,3163.65,2,46,Free,Apple Pay,UK,Mobile,No
ECOMM-24985,11.0,4276.48,1,31,Free,Apple Pay,Australia,Tablet,No
ECOMM-14587,269.0,940.62,3,19,Basic,Apple Pay,USA,Desktop,Yes
ECOMM-40650,227.0,3395.82,7,44,Free,Apple Pay,Australia,Desktop,Yes
ECOMM-42245,261.0,213.18,2,37,Basic,Crypto,Canada,Desktop,No
ECOMM-62872,52.0,4575.87,4,11,Premium,Apple Pay,Canada,Tablet,No
ECOMM-62829,208.0,86.81,7,37,Premium,PayPal,UK,Desktop,No
ECOMM-33889,246.0,4299.65,9,8,Basic,Apple Pay,UK,Desktop,No
ECOMM-75298,192.0,1453.41,5,10,Basic,Crypto,Canada,Desktop,Yes
ECOMM-37716,80.0,2472.36,1,21,Free,Crypto,USA,Desktop,No
ECOMM-62462,347.0,3108.75,0,10,Basic,Crypto,UK,Mobile,Yes
ECOMM-31308,17.0,1996.75,2,11,Free,PayPal,Germany,Mobile,No
ECOMM-60772,21.0,3313.73,6,24,Free,Crypto,Australia,Mobile,No
ECOMM-58762,61.0,2128.47,8,0,Basic,Crypto,Germany,Mobile,No
ECOMM-16518,324.0,4662.61,1,17,Basic,Crypto,Australia,Desktop,No
ECOMM-17181,175.0,4306.84,9,7,Basic,PayPal,USA,Mobile,No
ECOMM-61063,117.0,2834.47,3,8,Free,PayPal,Germany,Tablet,No
ECOMM-66761,126.0,628.96,8,4,Free,Apple Pay,Australia,Mobile,No
ECOMM-92785,139.0,3365.05,9,19,Basic,PayPal,USA,Tablet,No
ECOMM-59255,220.0,3855.51,7,46,Basic,PayPal,Canada,Mobile,Yes
ECOMM-26894,155.0,2942.17,9,30,Premium,Crypto,Canada,Mobile,No
ECOMM-27790,129.0,3073.05,4,48,Free,Apple Pay,Australia,Mobile,No
ECOMM-32498,103.0,53.97,6,40,Basic,Crypto,Canada,Desktop,No
ECOMM-82280,284.0,394.66,0,41,Free,Apple Pay,Germany,Tablet,No
ECOMM-41360,351.0,2602.56,9,6,Premium,Apple Pay,Australia,Tablet,Yes
ECOMM-87203,276.0,1248.85,5,10,Free,Credit Card,USA,Desktop,Yes
ECOMM-90374,255.0,381.29,4,13,Free,PayPal,USA,Tablet,Yes
ECOMM-26248,195.0,1594.72,1,7,Premium,Crypto,UK,Desktop,No
ECOMM-80090,167.0,1444.74,2,45,Free,Credit Card,Germany,Mobile,No
ECOMM-21725,263.0,1939.07,4,14,Free,PayPal,UK,Mobile,Yes
ECOMM-40839,128.0,4086.16,8,38,Basic,PayPal,Canada,Tablet,No
ECOMM-33594,189.0,273.51,0,20,Basic,Credit Card,UK,Tablet,Yes
ECOMM-31977,250.0,384.07,5,13,Premium,Credit Card,Canada,Desktop,Yes
ECOMM-88140,15.0,806.09,4,32,Free,Apple Pay,Australia,Desktop,No
ECOMM-61750,111.0,671.73,7,38,Free,Apple Pay,Germany,Tablet,No
ECOMM-83667,33.0,4100.99,0,23,Premium,PayPal,USA,Desktop,No
ECOMM-98304,77.0,910.32,8,42,Premium,Apple Pay,Canada,Tablet,Yes
ECOMM-50840,86.0,1741.6,5,10,Basic,Apple Pay,USA,Tablet,Yes
ECOMM-60000,106.0,2407.72,9,8,Free,PayPal,UK,Mobile,No
ECOMM-17082,332.0,4026.64,1,14,Free,Credit Card,Australia,Desktop,No
ECOMM-43464,118.0,2969.14,5,6,Free,PayPal,Canada,Mobile,Yes
ECOMM-94068,217.0,2104.28,4,3,Free,PayPal,UK,Desktop,Yes
ECOMM-26598,331.0,2134.16,5,17,Premium,Crypto,USA,Mobile,No
ECOMM-12788,152.0,563.09,2,43,Premium,Crypto,UK,Desktop,No
ECOMM-89400,104.0,2225.03,7,10,Free,Credit Card,Canada,Desktop,Yes
ECOMM-77676,340.0,3752.38,7,24,Premium,Apple Pay,Canada,Desktop,No
ECOMM-44530,172.0,3217.67,4,29,Free,Crypto,Canada,Desktop,Yes
ECOMM-91624,26.0,1199.72,6,42,Free,Apple Pay,UK,Tablet,Yes
ECOMM-91437,45.0,680.56,6,29,Free,Apple Pay,Canada,Mobile,No
ECOMM-40978,173.0,4911.59,0,8,Free,Credit Card,UK,Mobile,No
ECOMM-14045,13.0,3672.38,7,32,Free,PayPal,USA,Mobile,No
ECOMM-28010,79.0,1415.03,4,37,Free,PayPal,Germany,Desktop,No
ECOMM-30961,171.0,2942.33,9,7,Free,Credit Card,Germany,Desktop,Yes
ECOMM-30824,8.0,3640.84,1,22,Basic,Crypto,Germany,Tablet,No
ECOMM-98262,288.0,2858.24,7,16,Basic,Apple Pay,Australia,Mobile,No
ECOMM-64089,16.0,266.51,6,21,Free,Apple Pay,Germany,Mobile,Yes
ECOMM-88044,130.0,3809.44,3,16,Premium,Apple Pay,Australia,Desktop,No
ECOMM-71202,230.0,322.11,1,34,Free,Credit Card,Canada,Desktop,Yes
ECOMM-73529,58.0,31.76,9,35,Premium,Apple Pay,USA,Desktop,No
ECOMM-61987,207.0,1538.82,4,40,Free,Credit Card,Australia,Desktop,Yes
ECOMM-69399,95.0,401.09,1,4,Premium,Credit Card,Canada,Desktop,No
ECOMM-83488,322.0,880.91,5,32,Free,Apple Pay,Australia,Tablet,No
ECOMM-51707,219.0,664.27,0,7,Basic,Crypto,Canada,Mobile,No
ECOMM-28533,169.0,330.81,3,28,Premium,Credit Card,UK,Tablet,No
ECOMM-82731,256.0,1510.48,1,48,Free,Apple Pay,Australia,Tablet,No
ECOMM-55764,310.0,463.16,8,25,Free,PayPal,Australia,Tablet,Yes
ECOMM-86413,31.0,2387.76,2,49,Premium,Crypto,UK,Mobile,No
ECOMM-97025,291.0,4029.03,0,1,Free,PayPal,Germany,Desktop,Yes
ECOMM-34363,279.0,3123.03,5,45,Free,Crypto,Germany,Tablet,No
ECOMM-43316,169.0,2544.2,9,35,Free,Apple Pay,Germany,Desktop,No
ECOMM-64180,80.0,4923.26,7,37,Free,Crypto,Australia,Tablet,No
ECOMM-89028,201.0,2424.61,3,49,Free,Crypto,Germany,Mobile,No
ECOMM-27405,135.0,4758.41,9,24,Free,PayPal,Canada,Tablet,No
ECOMM-57501,126.0,2271.73,7,33,Free,PayPal,UK,Mobile,No
ECOMM-56927,205.0,1879.78,2,29,Basic,Apple Pay,UK,Tablet,No
ECOMM-29550,281.0,862.47,0,37,Free,Crypto,Canada,Desktop,Yes
ECOMM-90650,209.0,1572.67,6,13,Free,Apple Pay,Australia,Desktop,No
ECOMM-34960,216.0,777.72,8,21,Basic,Crypto,USA,Desktop,Yes
ECOMM-10930,81.0,3931.81,1,41,Premium,Crypto,USA,Mobile,No
ECOMM-84656,244.0,2325.12,6,38,Free,Apple Pay,USA,Mobile,No
ECOMM-36683,306.0,882.79,4,19,Premium,Credit Card,UK,Desktop,Yes
ECOMM-38847,238.0,3127.82,1,46,Free,Credit Card,UK,Mobile,No
ECOMM-90364,184.0,4736.76,2,18,Free,Crypto,USA,Tablet,No
ECOMM-15017,114.0,3156.99,8,4,Basic,Crypto,Germany,Desktop,No
ECOMM-95979,274.0,1758.38,5,47,Basic,Crypto,UK,Mobile,Yes
ECOMM-38876,303.0,2597.22,2,29,Free,Crypto,Australia,Desktop,No
ECOMM-61570,270.0,3395.97,6,43,Free,Crypto,Germany,Mobile,No
ECOMM-81670,262.0,211.57,9,21,Free,PayPal,UK,Tablet,No
ECOMM-20400,239.0,2041.67,9,25,Premium,PayPal,Germany,Desktop,No
ECOMM-29905,66.0,1336.75,0,13,Free,Credit Card,Germany,Tablet,Yes
ECOMM-91370,50.0,1453.54,6,13,Free,Credit Card,USA,Desktop,Yes
ECOMM-96174,230.0,3233.42,7,49,Free,Crypto,Germany,Mobile,No
ECOMM-17372,83.0,2000.99,4,12,Free,PayPal,Germany,Mobile,No
ECOMM-44214,263.0,2884.08,7,24,Free,Apple Pay,USA,Tablet,Yes
ECOMM-65710,15.0,1289.01,3,44,Basic,PayPal,USA,Desktop,No
ECOMM-95015,98.0,251.02,6,38,Free,PayPal,Australia,Desktop,Yes
ECOMM-54749,118.0,4621.09,2,15,Free,PayPal,Australia,Tablet,No
ECOMM-15711,31.0,2633.99,1,14,Free,Apple Pay,Australia,Desktop,No
ECOMM-91407,16.0,3860.09,9,7,Free,Crypto,Germany,Tablet,No
ECOMM-76539,2.0,2000.82,7,34,Free,PayPal,USA,Mobile,No
ECOMM-15976,173.0,4869.54,6,27,Premium,Credit Card,Australia,Tablet,No
ECOMM-44634,269.0,4507.25,6,33,Basic,PayPal,Australia,Tablet,No
ECOMM-46743,325.0,3626.62,7,37,Free,Apple Pay,Germany,Mobile,Yes
ECOMM-92895,298.0,3436.6,6,41,Premium,Apple Pay,Canada,Desktop,No
ECOMM-23813,170.0,422.59,0,5,Basic,Crypto,UK,Tablet,No
ECOMM-19333,264.0,4473.74,9,40,Free,Apple Pay,UK,Desktop,No
ECOMM-39130,286.0,2512.83,5,35,Basic,Credit Card,Australia,Desktop,Yes
ECOMM-48057,42.0,4072.75,6,10,Free,Crypto,UK,Mobile,No
ECOMM-91519,57.0,34.37,3,12,Free,Crypto,Canada,Mobile,No
ECOMM-70831,233.0,4523.88,2,23,Free,PayPal,USA,Desktop,No
ECOMM-77489,50.0,985.28,0,32,Basic,Credit Card,UK,Mobile,No
ECOMM-77163,196.0,2027.63,5,35,Free,Crypto,Germany,Mobile,No
ECOMM-90039,48.0,1007.51,9,10,Premium,Crypto,Canada,Desktop,No
ECOMM-39234,306.0,372.07,7,30,Basic,PayPal,Germany,Tablet,No
ECOMM-49790,308.0,4308.25,7,9,Free,PayPal,UK,Mobile,Yes
ECOMM-59490,124.0,484.21,0,11,Basic,Crypto,Germany,Tablet,Yes
ECOMM-78049,117.0,3733.58,8,15,Free,PayPal,Australia,Mobile,Yes
ECOMM-53515,3.0,1384.8,6,42,Free,Apple Pay,Australia,Mobile,No
ECOMM-44715,68.0,3029.02,3,16,Basic,Credit Card,Australia,Mobile,No
ECOMM-75228,102.0,4235.81,1,10,Free,Apple Pay,UK,Tablet,No
ECOMM-85925,37.0,3030.56,1,30,Free,Credit Card,UK,Desktop,No
ECOMM-25399,315.0,4026.56,4,36,Free,Crypto,Australia,Mobile,Yes
ECOMM-25195,305.0,3173.88,6,10,Basic,Credit Card,USA,Tablet,Yes
ECOMM-49627,273.0,4946.02,9,18,Premium,Apple Pay,UK,Desktop,No
ECOMM-27695,265.0,3669.65,0,25,Free,Apple Pay,Germany,Tablet,No
ECOMM-52533,187.0,2195.11,7,21,Free,Crypto,Canada,Desktop,Yes
ECOMM-22790,267.0,4091.78,5,21,Premium,Apple Pay,USA,Desktop,Yes
ECOMM-88908,315.0,3353.61,8,9,Premium,Crypto,USA,Mobile,Yes
ECOMM-86313,335.0,3354.37,4,23,Basic,Crypto,UK,Desktop,No
ECOMM-76261,72.0,3911.1,1,49,Basic,Apple Pay,Australia,Mobile,No
ECOMM-22788,284.0,2762.72,3,12,Free,Crypto,Germany,Mobile,No
ECOMM-71122,176.0,1352.12,0,8,Basic,Apple Pay,USA,Mobile,No
